UserIndex,ItemIndex,Label
300,1521,1
300,14992,1
300,2654,1
300,19313,1
300,2656,1
300,42313,1
300,3363,1
300,41248,1
301,28209,1
301,28209,1
301,10063,1
301,28208,1
301,28208,1
301,10065,1
301,35988,1
301,2213,1
301,38632,1
301,38632,1
305,23216,1
305,3731,1
307,8661,1
307,8661,1
308,16455,1
308,17032,1
311,28064,1
311,1492,1
311,1492,1
311,1492,1
311,15702,1
311,15698,1
311,36825,1
311,13748,1
311,24581,1
313,40737,1
316,25400,1
318,27010,1
318,29296,1
318,38825,1
318,38825,1
318,30785,1
318,27007,1
318,35021,1
318,5244,1
320,53397,1
320,38186,1
320,43351,1
324,46325,1
324,41205,1
324,23027,1
324,8015,1
324,2292,1
325,39525,1
325,11791,1
325,40206,1
325,17631,1
325,19286,1
325,43594,1
325,43594,1
327,88,1
327,87,1
327,87,1
328,38545,1
330,6820,1
330,32175,1
330,40403,1
330,4138,1
330,32396,1
332,2247,1
332,2245,1
332,2229,1
333,40980,1
333,10827,1
334,30537,1
334,30760,1
336,16789,1
336,2456,1
336,1368,1
338,24068,1
338,24896,1
338,38574,1
338,18857,1
338,30802,1
338,25803,1
339,43078,1
342,46638,1
342,31699,1
342,31699,1
344,36799,1
344,29890,1
344,12930,1
344,36798,1
346,18806,1
346,34813,1
353,35976,1
353,35977,1
355,6680,1
355,8424,1
355,33031,1
356,38050,1
360,33027,1
360,33027,1
360,48569,1
360,48569,1
360,45873,1
360,10879,1
360,10879,1
360,6481,1
360,6481,1
360,18256,1
360,38283,1
360,38192,1
360,38192,1
360,38192,1
360,39259,1
360,39259,1
360,50301,1
364,38418,1
364,51734,1
364,39288,1
366,37235,1
369,15870,1
370,17357,1
370,35810,1
371,29027,1
371,13480,1
372,42473,1
373,33865,1
373,25664,1
373,16011,1
373,33866,1
375,36628,1
375,45058,1
376,41410,1
376,46322,1
376,46105,1
378,33763,1
381,27042,1
381,26760,1
382,20757,1
382,5905,1
383,56574,1
383,45939,1
383,45939,1
384,2231,1
384,7932,1
385,45896,1
388,31708,1
388,12253,1
388,12253,1
388,14852,1
388,31702,1
388,31710,1
388,17635,1
388,17635,1
388,2060,1
388,2060,1
388,17689,1
388,23142,1
388,32225,1
388,32225,1
388,32225,1
388,1723,1
388,1723,1
393,1115,1
393,44126,1
393,45833,1
393,44678,1
393,12948,1
393,32690,1
393,16867,1
393,34130,1
393,39796,1
395,18606,1
395,39861,1
395,39246,1
395,10012,1
395,43451,1
395,9955,1
395,33155,1
398,20723,1
398,33381,1
398,33381,1
400,12359,1
400,31312,1
400,36579,1
400,27924,1
400,21123,1
400,17168,1
401,2509,1
401,34014,1
401,38914,1
401,44489,1
401,36066,1
401,36822,1
402,42830,1
403,12605,1
403,8016,1
403,12609,1
403,12608,1
404,15156,1
405,46325,1
406,24807,1
407,11825,1
407,17712,1
409,24837,1
410,30435,1
410,23342,1
410,30434,1
413,1824,1
413,1824,1
413,17376,1
413,30859,1
413,39920,1
415,39511,1
415,40736,1
415,16369,1
415,13274,1
415,22839,1
415,14279,1
415,6077,1
415,25525,1
415,13284,1
415,14269,1
416,26659,1
416,41997,1
416,11826,1
416,25290,1
416,34582,1
416,32652,1
416,9671,1
417,2795,1
417,37688,1
417,6692,1
419,28992,1
419,39783,1
419,28995,1
419,20899,1
419,29712,1
419,29712,1
420,26812,1
420,9926,1
420,17799,1
420,25690,1
420,35544,1
420,27216,1
422,4242,1
424,20928,1
424,33226,1
424,2248,1
424,2229,1
425,31454,1
427,31245,1
427,12324,1
429,38633,1
429,3755,1
430,4040,1
430,547,1
430,35369,1
430,52756,1
430,7084,1
430,7719,1
430,38577,1
432,40935,1
433,41081,1
436,42408,1
438,28261,1
438,28261,1
438,1585,1
438,16159,1
438,9333,1
438,45865,1
440,12881,1
440,12879,1
440,20922,1
440,14461,1
444,32175,1
444,14958,1
444,33886,1
444,15824,1
444,28315,1
444,13921,1
446,46324,1
446,39395,1
450,28409,1
450,25870,1
450,8015,1
450,14105,1
451,31573,1
452,45938,1
456,33366,1
459,6678,1
461,5463,1
461,53116,1
463,15614,1
463,10050,1
463,37424,1
463,15563,1
463,15563,1
463,20272,1
465,35075,1
465,33156,1
468,21704,1
468,272,1
468,30704,1
470,26241,1
470,13924,1
471,3779,1
471,39665,1
471,25090,1
472,30267,1
473,37428,1
473,26686,1
473,27658,1
474,42683,1
477,8375,1
484,24006,1
485,41020,1
485,48238,1
485,43061,1
485,43120,1
485,46091,1
488,39798,1
489,16029,1
489,28818,1
489,16014,1
493,17512,1
495,41409,1
495,37216,1
495,48244,1
498,2317,1
498,17487,1
498,15838,1
499,44608,1
499,11704,1
500,36200,1
509,39974,1
509,51734,1
509,35077,1
509,40269,1
510,17412,1
517,7809,1
517,34983,1
517,32986,1
517,25450,1
517,34984,1
518,22214,1
518,22214,1
518,17689,1
518,40895,1
518,40895,1
518,51035,1
519,36243,1
521,14010,1
521,43121,1
521,3624,1
521,22042,1
521,38797,1
521,483,1
521,5907,1
521,24472,1
521,51675,1
521,25079,1
521,22333,1
521,42462,1
521,21213,1
521,19432,1
521,17115,1
521,12113,1
521,8420,1
521,871,1
521,26123,1
521,33471,1
521,35333,1
525,44983,1
525,25678,1
525,33852,1
525,16790,1
525,5085,1
525,16193,1
525,9079,1
525,44982,1
525,23444,1
525,32649,1
525,2243,1
525,25091,1
525,41761,1
525,16789,1
525,41762,1
527,18061,1
528,37246,1
531,39105,1
531,36860,1
531,36860,1
531,23794,1
531,23794,1
537,15165,1
537,8339,1
538,32641,1
538,19341,1
538,19341,1
538,19244,1
538,26027,1
551,26159,1
553,48523,1
553,44647,1
554,35390,1
554,20734,1
555,12814,1
555,17256,1
555,14096,1
555,12817,1
556,46325,1
556,46325,1
556,49400,1
557,23837,1
557,47436,1
558,161,1
558,46305,1
558,8499,1
561,14311,1
561,14279,1
561,14309,1
562,1221,1
562,40965,1
562,37859,1
564,44091,1
564,44094,1
564,16444,1
569,39876,1
569,21906,1
570,38385,1
570,43792,1
570,43792,1
572,21129,1
572,27466,1
573,10536,1
573,36332,1
573,36333,1
573,30884,1
573,37302,1
573,4464,1
573,33139,1
575,17401,1
576,16351,1
579,16159,1
580,6416,1
580,14260,1
580,36439,1
581,13083,1
581,13083,1
581,16354,1
586,37116,1
591,58569,1
598,40303,1
601,37685,1
601,37685,1
601,37685,1
601,39212,1
601,37681,1
601,40346,1
601,40346,1
601,40346,1
602,12930,1
602,12930,1
602,12930,1
605,7732,1
606,40197,1
608,25088,1
608,44656,1
608,39562,1
608,5416,1
608,18724,1
608,27044,1
608,25091,1
609,9950,1
609,36321,1
609,9956,1
611,13912,1
615,2248,1
615,2248,1
615,2242,1
615,2242,1
615,2232,1
615,2232,1
616,1327,1
616,31811,1
616,1841,1
616,1020,1
616,2601,1
617,12282,1
618,32533,1
618,24233,1
618,24074,1
618,39973,1
618,8500,1
618,14278,1
619,26558,1
621,22654,1
621,23477,1
621,28600,1
621,15415,1
621,17935,1
623,16256,1
623,28403,1
624,34020,1
626,46927,1
630,14260,1
630,14261,1
630,14266,1
632,32020,1
633,38880,1
633,38875,1
634,52541,1
634,39839,1
635,37163,1
635,37129,1
635,40743,1
635,2834,1
636,30577,1
636,4480,1
636,46324,1
643,8663,1
643,26147,1
643,17413,1
643,25890,1
643,46780,1
643,16107,1
645,22531,1
645,32594,1
646,41086,1
646,41086,1
656,36799,1
657,16161,1
657,8243,1
657,35036,1
657,35036,1
659,31712,1
662,16028,1
662,16013,1
663,3743,1
665,38457,1
666,40679,1
666,40679,1
666,50810,1
666,14266,1
666,14266,1
666,38192,1
666,38192,1
666,40717,1
666,14279,1
672,39387,1
672,37755,1
672,33180,1
674,34543,1
674,31995,1
676,22629,1
676,41506,1
681,24860,1
681,24857,1
681,47888,1
690,8636,1
690,5150,1
690,8638,1
693,44487,1
694,53116,1
694,30752,1
695,4761,1
697,23487,1
700,6306,1
705,48198,1
711,32805,1
711,19353,1
711,39417,1
711,10337,1
711,24706,1
711,30181,1
711,886,1
711,35543,1
711,36250,1
711,28601,1
712,35967,1
712,39561,1
712,39561,1
712,39562,1
712,39562,1
717,7769,1
717,18806,1
717,43824,1
717,33180,1
718,25561,1
718,28185,1
718,29446,1
718,47436,1
722,9371,1
722,10309,1
722,28400,1
729,43321,1
730,19029,1
730,59865,1
731,26309,1
731,992,1
732,32273,1
732,30869,1
732,32776,1
736,44613,1
748,25969,1
750,25597,1
750,4050,1
755,29489,1
755,8346,1
755,35878,1
755,40306,1
756,2262,1
756,40122,1
756,17505,1
756,6073,1
759,46996,1
760,39660,1
760,34200,1
760,17484,1
761,39689,1
761,6992,1
761,13842,1
761,17300,1
763,28060,1
763,28064,1
765,31710,1
766,6481,1
766,20,1
766,20,1
766,10131,1
766,10131,1
766,39877,1
766,33302,1
766,39874,1
767,41249,1
768,35308,1
768,4933,1
768,4940,1
768,29890,1
768,29890,1
768,15663,1
768,15663,1
769,39899,1
769,37859,1
769,33155,1
771,28415,1
771,3587,1
772,56602,1
773,20928,1
773,20928,1
773,8663,1
773,8663,1
775,35859,1
780,39876,1
783,31237,1
783,21129,1
783,36600,1
783,48042,1
783,44238,1
783,23186,1
785,28158,1
785,20724,1
785,16023,1
785,33193,1
785,3585,1
788,34505,1
788,34505,1
788,14841,1
788,30531,1
788,30531,1
788,34040,1
788,30987,1
788,30987,1
788,9079,1
788,9079,1
789,35572,1
791,9637,1
792,46093,1
792,21249,1
793,42103,1
793,25598,1
793,47461,1
793,25595,1
798,30869,1
798,29445,1
798,42578,1
806,8070,1
806,13083,1
807,35699,1
808,8663,1
810,43824,1
810,40160,1
810,15157,1
810,15158,1
810,39464,1
810,39464,1
813,15814,1
813,13613,1
813,15618,1
813,23360,1
813,23495,1
813,29104,1
813,14536,1
813,15813,1
813,22223,1
813,15620,1
813,29855,1
818,20798,1
818,20799,1
819,13083,1
819,21411,1
819,42414,1
820,23230,1
820,23229,1
821,33564,1
821,31382,1
822,33315,1
823,9989,1
823,33316,1
823,26210,1
823,985,1
823,42638,1
827,39546,1
827,46927,1
827,35572,1
827,21413,1
828,34231,1
830,2246,1
830,2246,1
830,2246,1
830,2242,1
830,2242,1
831,6932,1
832,41639,1
832,3733,1
832,41640,1
833,26669,1
833,30980,1
833,30980,1
833,45827,1
833,35572,1
833,53396,1
833,25857,1
835,2242,1
837,19597,1
837,41182,1
837,44875,1
837,2039,1
841,23324,1
841,43655,1
841,1638,1
841,42103,1
841,38952,1
841,38952,1
841,40572,1
843,8666,1
843,7769,1
843,16719,1
845,20928,1
845,20928,1
845,20934,1
845,20935,1
845,20936,1
847,20218,1
848,37404,1
849,41516,1
849,45589,1
849,43710,1
849,3519,1
849,38002,1
849,38001,1
849,43033,1
849,36069,1
849,51734,1
849,25597,1
849,25597,1
851,40736,1
851,46324,1
855,14271,1
855,40390,1
855,17942,1
856,36799,1
856,36797,1
858,17119,1
859,22310,1
859,3052,1
859,33000,1
859,38604,1
859,20160,1
860,7675,1
860,39561,1
861,36633,1
861,44487,1
861,40738,1
862,40305,1
862,42678,1
862,39055,1
862,39054,1
862,39054,1
864,42002,1
867,33560,1
868,52184,1
868,38384,1
868,44489,1
868,42541,1
868,44293,1
876,11057,1
876,31566,1
877,29627,1
877,29627,1
877,29627,1
877,8610,1
877,8610,1
877,22537,1
877,25853,1
877,41296,1
877,42895,1
877,33833,1
877,33833,1
877,39192,1
877,39192,1
877,15375,1
877,41298,1
877,43787,1
877,33831,1
877,33831,1
877,29730,1
877,12682,1
877,20725,1
877,38446,1
877,15373,1
877,20722,1
878,39248,1
882,42827,1
885,33217,1
885,42646,1
886,56465,1
886,7743,1
888,36854,1
888,33381,1
888,27880,1
892,46780,1
892,46325,1
892,47016,1
892,45740,1
893,38445,1
893,46324,1
893,46324,1
893,44675,1
893,37172,1
893,41410,1
896,1199,1
896,46091,1
897,1546,1
897,1546,1
897,36863,1
897,36859,1
897,47273,1
897,10129,1
897,36862,1
898,5472,1
900,2290,1
900,25524,1
900,25524,1
901,39876,1
901,39862,1
901,39874,1
901,9332,1
901,33158,1
903,36395,1
903,963,1
903,12309,1
903,20864,1
903,29707,1
903,22527,1
903,8013,1
904,42149,1
904,2885,1
904,2885,1
905,33418,1
905,15897,1
905,13173,1
905,33446,1
905,13511,1
905,27740,1
905,30440,1
906,31897,1
906,32623,1
906,23143,1
906,23145,1
907,685,1
907,38343,1
907,24152,1
908,39398,1
909,33713,1
909,38688,1
909,25761,1
910,34160,1
912,29444,1
912,10540,1
912,30862,1
914,47443,1
915,36427,1
915,42080,1
915,42702,1
915,45273,1
918,2883,1
918,37989,1
918,44184,1
918,2882,1
918,24864,1
918,25225,1
918,8507,1
918,24867,1
918,32788,1
918,32788,1
918,24865,1
918,44293,1
918,3516,1
919,53607,1
923,9617,1
923,49740,1
923,11256,1
923,11257,1
923,11257,1
923,2855,1
923,16754,1
923,16752,1
926,34191,1
926,21410,1
926,17167,1
929,17175,1
932,2608,1
932,2601,1
934,46638,1
935,17412,1
935,17412,1
935,36433,1
935,36433,1
935,17410,1
935,41451,1
935,41451,1
936,34944,1
937,46532,1
937,46532,1
938,17412,1
938,9959,1
938,34544,1
938,14322,1
938,30266,1
938,19339,1
938,19339,1
938,23185,1
938,19341,1
938,17413,1
938,39259,1
938,14309,1
938,33564,1
938,35063,1
938,46780,1
940,44961,1
944,20635,1
944,20635,1
944,19352,1
944,19352,1
945,29706,1
945,42897,1
945,45588,1
946,29869,1
946,30310,1
946,29759,1
946,39604,1
948,30879,1
948,13915,1
948,30884,1
948,29451,1
948,5277,1
950,36025,1
950,6680,1
950,15479,1
950,14105,1
950,15476,1
951,14099,1
951,14099,1
951,14101,1
952,8375,1
952,8375,1
953,36701,1
953,11624,1
953,56078,1
953,56078,1
956,30884,1
956,43798,1
958,42245,1
959,32789,1
959,39862,1
959,3729,1
959,44613,1
959,34544,1
959,36013,1
961,34543,1
961,40617,1
961,6663,1
961,40615,1
961,27924,1
961,41298,1
961,28356,1
961,17403,1
961,27028,1
961,6680,1
961,2357,1
961,12675,1
961,33833,1
961,33830,1
961,17412,1
961,33604,1
961,2356,1
961,38696,1
961,12673,1
961,41811,1
961,4657,1
961,17174,1
961,13648,1
961,32389,1
962,38474,1
962,35987,1
965,42646,1
965,45588,1
965,29707,1
967,12229,1
970,7499,1
972,29448,1
972,39179,1
972,50833,1
972,39863,1
972,13868,1
976,57355,1
977,32164,1
977,32164,1
977,33245,1
979,34111,1
980,31699,1
980,12290,1
982,9371,1
982,245,1
982,146,1
982,29112,1
982,11385,1
982,11385,1
982,141,1
984,1509,1
984,3961,1
985,32387,1
985,40956,1
985,34833,1
985,30915,1
985,30916,1
985,17619,1
985,30918,1
988,42510,1
989,1733,1
989,1733,1
991,4145,1
991,26661,1
991,4050,1
991,15698,1
991,46323,1
991,38077,1
991,38077,1
991,13895,1
991,26888,1
991,29236,1
991,46322,1
991,19948,1
991,34872,1
991,20233,1
991,37319,1
991,5901,1
994,2364,1
994,3241,1
994,21527,1
994,7017,1
994,21669,1
994,41790,1
994,10777,1
994,20921,1
996,42127,1
996,40390,1
996,42129,1
997,17412,1
997,39246,1
997,33180,1
999,28357,1
999,44870,1
999,13657,1
999,41179,1
1001,46322,1
1001,46324,1
1006,40930,1
1007,39481,1
1007,42353,1
1007,10540,1
1007,3975,1
1010,19855,1
1010,29733,1
1010,6971,1
1010,33177,1
1019,7409,1
1019,25571,1
1021,41367,1
1021,13661,1
1023,46318,1
1024,24052,1
1024,17636,1
1024,22645,1
1024,22642,1
1026,40619,1
1026,42098,1
1026,42098,1
1029,37158,1
1030,11698,1
1030,7728,1
1030,2825,1
1030,15614,1
1030,15614,1
1034,5759,1
1034,94,1
1034,94,1
1034,4676,1
1034,6552,1
1034,4673,1
1036,6005,1
1036,6003,1
1037,21144,1
1037,29700,1
1037,25048,1
1037,1716,1
1038,17504,1
1039,18211,1
1040,10309,1
1040,10305,1
1040,32031,1
1040,31725,1
1043,37938,1
1044,39875,1
1044,39874,1
1044,36580,1
1044,36579,1
1047,198,1
1047,17487,1
1050,10308,1
1051,47273,1
1051,47273,1
1051,48569,1
1051,48569,1
1052,2653,1
1052,2653,1
1052,2653,1
1052,2653,1
1052,2653,1
1052,2653,1
1054,27463,1
1054,8042,1
1058,31747,1
1058,30578,1
1058,37014,1
1059,1574,1
1061,20136,1
1065,46322,1
1065,40359,1
1065,33225,1
1069,18317,1
1072,8361,1
1075,31759,1
1076,2228,1
1076,45652,1
1076,31567,1
1076,45359,1
1076,44156,1
1077,45243,1
1077,40935,1
1077,38185,1
1077,13773,1
1077,13773,1
1077,55307,1
1077,45587,1
1077,2138,1
1077,45588,1
1079,2230,1
1081,42646,1
1081,42647,1
1081,39393,1
1081,39394,1
1084,37140,1
1084,47443,1
1085,45766,1
1085,46322,1
1085,45765,1
1085,46325,1
1085,46324,1
1088,27055,1
1088,19995,1
1088,28225,1
1089,4188,1
1089,6321,1
1089,42800,1
1096,7215,1
1096,33536,1
1097,36785,1
1097,6663,1
1097,33763,1
1097,22965,1
1098,25471,1
1098,32571,1
1098,40568,1
1098,5145,1
1098,26776,1
1098,47310,1
1098,15704,1
1098,38983,1
1101,28319,1
1101,44293,1
1101,10740,1
1105,44487,1
1109,25636,1
1111,2215,1
1111,2216,1
1112,27923,1
1114,18420,1
1114,42015,1
1115,48569,1
1118,24214,1
1120,39392,1
1120,26984,1
1121,27249,1
1121,23754,1
1123,45896,1
1123,24076,1
1128,196,1
1128,18315,1
1128,2290,1
1128,35693,1
1128,35693,1
1128,2288,1
1128,43763,1
1128,45229,1
1128,2289,1
1128,2291,1
1131,3873,1
1131,3873,1
1132,9079,1
1132,25091,1
1135,6685,1
1137,43357,1
1137,45541,1
1138,17410,1
1138,46325,1
1138,46323,1
1138,46782,1
1138,46782,1
1138,17403,1
1142,36177,1
1142,26489,1
1145,27951,1
1145,29124,1
1145,27954,1
1147,41863,1
1147,32815,1
1148,17175,1
1148,17175,1
1150,7728,1
1150,7728,1
1150,7731,1
1150,7729,1
1150,7729,1
1153,38616,1
1153,38615,1
1153,5273,1
1154,14311,1
1155,24838,1
1155,2232,1
1155,2228,1
1155,2238,1
1155,24843,1
1155,24832,1
1158,21910,1
1158,53600,1
1159,17448,1
1160,25375,1
1160,3875,1
1160,39510,1
1160,33016,1
1160,38209,1
1160,26667,1
1165,12079,1
1165,46943,1
1166,4199,1
1166,11251,1
1168,11697,1
1168,41551,1
1170,23,1
1170,9286,1
1172,22463,1
1172,29869,1
1172,12242,1
1172,27294,1
1172,27143,1
1173,25070,1
1173,21238,1
1173,12953,1
1173,3307,1
1173,15803,1
1173,14110,1
1173,40274,1
1173,15249,1
1173,24135,1
1173,3293,1
1173,31379,1
1175,39288,1
1176,28995,1
1178,30415,1
1178,31882,1
1178,10462,1
1180,44235,1
1181,19548,1
1189,40736,1
1189,40736,1
1189,40738,1
1189,40737,1
1196,14768,1
1199,45588,1
1199,45589,1
1208,44157,1
1208,42106,1
1208,44553,1
1208,37401,1
1208,37685,1
1208,33784,1
1212,56080,1
1212,13063,1
1212,13063,1
1212,13063,1
1212,2216,1
1213,47429,1
1214,17171,1
1214,39445,1
1214,39445,1
1214,16924,1
1214,19853,1
1214,24356,1
1214,26634,1
1214,30266,1
1214,35201,1
1214,26632,1
1214,22333,1
1214,275,1
1215,29749,1
1215,26446,1
1215,14802,1
1215,14802,1
1215,14802,1
1220,41201,1
1226,798,1
1229,17410,1
1229,17173,1
1229,17173,1
1229,42646,1
1229,12792,1
1229,41202,1
1230,1960,1
1238,33256,1
1238,21127,1
1238,18606,1
1239,8610,1
1239,34011,1
1239,7300,1
1239,45589,1
1239,21125,1
1239,21125,1
1239,33027,1
1240,19211,1
1241,41491,1
1241,41490,1
1243,43271,1
1245,38190,1
1246,6312,1
1247,40935,1
1247,33865,1
1247,33865,1
1250,2242,1
1251,8826,1
1251,8828,1
1251,8827,1
1252,30109,1
1253,41510,1
1254,13064,1
1255,42633,1
1260,36093,1
1260,18327,1
1261,46325,1
1261,44487,1
1263,24859,1
1263,24864,1
1263,24868,1
1263,24856,1
1263,24861,1
1263,37294,1
1263,41285,1
1264,6663,1
1264,40615,1
1264,46945,1
1266,26230,1
1270,15825,1
1270,30865,1
1270,16004,1
1270,30858,1
1272,10305,1
1272,34679,1
1272,221,1
1273,2160,1
1273,2157,1
1274,33668,1
1278,20722,1
1278,20480,1
1278,17169,1
1278,24848,1
1280,46325,1
1280,4464,1
1280,46324,1
1285,30914,1
1286,21045,1
1286,24981,1
1287,27143,1
1287,28522,1
1287,38686,1
1287,19790,1
1288,45787,1
1288,45787,1
1288,45787,1
1290,2245,1
1291,14461,1
1293,1750,1
1293,42830,1
1293,1751,1
1293,32533,1
1297,46325,1
1297,42104,1
1297,33035,1
1297,33035,1
1297,46324,1
1299,40935,1
1300,46325,1
1300,47443,1
1301,207,1
1302,14819,1
1302,14789,1
1302,14784,1
1302,44872,1
1302,44872,1
1304,46323,1
1304,46322,1
1306,3111,1
1306,44677,1
1307,36330,1
1307,40859,1
1307,40859,1
1308,39288,1
1309,19869,1
1309,41564,1
1310,29025,1
1310,33884,1
1310,46323,1
1310,36748,1
1310,41938,1
1310,42193,1
1310,58146,1
1310,53602,1
1310,33136,1
1310,18022,1
1310,18022,1
1310,24329,1
1310,46322,1
1310,17784,1
1314,28186,1
1314,28474,1
1314,80,1
1314,5414,1
1314,26242,1
1316,8375,1
1319,43788,1
1320,19434,1
1320,41266,1
1320,32999,1
1320,46325,1
1320,32998,1
1320,9337,1
1323,14582,1
1323,5007,1
1323,5291,1
1323,5405,1
1323,12613,1
1323,2829,1
1323,4392,1
1323,24119,1
1323,4391,1
1324,41297,1
1324,43248,1
1324,41296,1
1324,41298,1
1324,41295,1
1331,10034,1
1331,9075,1
1331,40490,1
1331,5339,1
1333,46325,1
1333,38024,1
1333,2242,1
1334,33561,1
1336,16997,1
1336,17167,1
1336,17175,1
1340,26494,1
1340,40743,1
1341,12121,1
1341,22845,1
